"date","loc","Temp_0m_degC","Temp_0p1m_degC","Temp_0p5m_degC","Temp_1m_degC","Temp_1p5m_degC","Temp_1p9m_degC","Temp_2m_degC","Temp_2p5m_degC","Temp_3m_degC","Temp_3p5m_degC","Temp_4m_degC","Temp_4p5m_degC","Temp_5m_degC","Temp_5p5m_degC","Temp_6m_degC","Temp_6p5m_degC","Temp_7m_degC","Temp_7p5m_degC","Temp_8m_degC","Temp_8p3m_degC","Temp_8p5m_degC","Temp_8p7m_degC","Temp_9m_degC","Temp_9p17m_degC","Temp_9p5m_degC","Temp_10m_degC","Temp_10p5m_degC","Temp_11m_degC","Temp_11p5m_degC","Temp_12m_degC","Temp_12p5m_degC","Temp_13m_degC","Temp_13p5m_degC","Temp_14m_degC","Temp_14p5m_degC","Temp_15m_degC","Temp_15p5m_degC","Temp_16m_degC","Temp_16p5m_degC","Temp_17m_degC","Temp_17p5m_degC","Temp_18m_degC","Temp_18p5m_degC","Temp_19m_degC","Temp_19p2m_degC","Temp_19p5m_degC","Temp_20m_degC","Temp_20p5m_degC","Temp_21m_degC","Temp_21p5m_degC","Temp_21p9m_degC","Temp_22m_degC","Temp_22p5m_degC","Temp_23m_degC","Temp_23p5m_degC","Temp_24m_degC","Temp_24p5m_degC","Temp_25m_degC","Temp_25p5m_degC","Temp_26m_degC","Temp_26p5m_degC","Temp_27m_degC","Temp_27p5m_degC","Temp_28m_degC","Temp_28p5m_degC","Temp_29m_degC","Temp_29p5m_degC","Temp_30m_degC","Temp_31m_degC","Temp_32m_degC","Temp_33m_degC","datasource"
2003-06-23,"210",NA,NA,18.8,18.7,NA,NA,18.6,NA,18.5,NA,18.1,NA,17.1,NA,15.9,NA,15.1,NA,14,NA,NA,NA,12.1,NA,NA,10.2,NA,9.5,NA,8.9,NA,8.7,NA,8.4,NA,8,NA,7.7,NA,7.5,NA,7.4,NA,7.3,NA,NA,7.2,NA,7.2,NA,NA,7,NA,7,NA,6.9,NA,6.8,NA,6.8,NA,6.8,NA,6.7,NA,6.7,NA,NA,NA,NA,NA,"LMP do temp 2015"
2003-06-23,"220",NA,NA,19,18.8,NA,NA,18.7,NA,18.6,NA,17.4,NA,16.5,NA,15.6,NA,14.8,NA,13.8,NA,NA,NA,13.2,NA,NA,12.2,NA,11.3,NA,10.6,NA,9.8,NA,9,NA,7.9,NA,7.3,NA,7,NA,6.7,NA,6.4,NA,NA,6.2,NA,6.1,NA,NA,6.1,NA,6,NA,6,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2003-06-23,"230",NA,NA,18.8,18.8,NA,NA,18.4,NA,18.3,NA,17.9,NA,17.2,NA,16.2,NA,15.5,NA,14,NA,NA,NA,12.8,NA,NA,12.2,NA,11.6,NA,11.4,NA,10.7,NA,10,NA,9.6,NA,9.1,NA,8.9,NA,8.6,NA,8.5,NA,NA,8.5,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2003-08-18,"200",NA,NA,24.1,24.2,NA,NA,24.2,NA,24.2,NA,24.2,NA,24.1,NA,23.9,NA,21.5,NA,18.1,NA,NA,NA,15.7,NA,NA,13.9,NA,12.1,NA,10.8,NA,10,NA,9.7,NA,9.3,NA,9.2,NA,9.1,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2003-08-18,"210",NA,NA,24.4,24.4,NA,NA,24.4,NA,24.4,NA,24.3,NA,24.3,NA,24.3,NA,22.7,NA,18.1,NA,NA,NA,16.2,NA,NA,13.8,NA,12.2,NA,11.1,NA,10.1,NA,9.4,NA,8.8,NA,8.5,NA,8.3,NA,8.1,NA,8,NA,NA,7.9,NA,7.8,NA,NA,7.6,NA,7.5,NA,7.4,NA,7.4,NA,7.3,NA,7.3,NA,7.3,NA,7.2,NA,NA,NA,NA,NA,"LMP do temp 2015"
2003-08-18,"220",NA,NA,24.3,24.3,NA,NA,24.3,NA,24.2,NA,24.2,NA,24.2,NA,24.2,NA,22.6,NA,19.2,NA,NA,NA,16.9,NA,NA,15.1,NA,13.7,NA,13.2,NA,9.2,NA,10.4,NA,9.2,NA,8.2,NA,7.5,NA,7.2,NA,6.9,NA,NA,6.6,NA,6.4,NA,NA,6.3,NA,6.2,NA,6.1,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2003-08-18,"230",NA,NA,24.5,24.5,NA,NA,24.4,NA,24.3,NA,24.3,NA,24.2,NA,24.2,NA,22.3,NA,19.5,NA,NA,NA,16.8,NA,NA,14.5,NA,13.7,NA,12.6,NA,11.4,NA,10.6,NA,10,NA,10,NA,9.3,NA,9.1,NA,9.1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2003-09-22,"200",NA,NA,19.5,19.5,NA,NA,19.4,NA,19.3,NA,19.3,NA,19.3,NA,19.3,NA,19.3,NA,19.2,NA,NA,NA,18.9,NA,NA,17.4,NA,13.2,NA,11.5,NA,10.6,NA,10,NA,9.6,NA,9.5,NA,9.4,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2003-09-22,"210",NA,NA,19.4,19.4,NA,NA,19.5,NA,19.5,NA,19.5,NA,19.5,NA,19.5,NA,19.5,NA,19.5,NA,NA,NA,19,NA,NA,16.7,NA,12.5,NA,11.4,NA,10.3,NA,9.6,NA,9.1,NA,8.8,NA,8.7,NA,8.4,NA,8.3,NA,NA,8.1,NA,8.1,NA,NA,7.9,NA,7.7,NA,7.7,NA,7.6,NA,7.6,NA,7.5,NA,7.4,NA,7.4,7.4,NA,NA,NA,NA,"LMP do temp 2015"
2003-09-22,"220",NA,NA,19.5,19.5,NA,NA,19.4,NA,19.3,NA,19.3,NA,19.3,NA,19.3,NA,19.3,NA,19.3,NA,NA,NA,19.2,NA,NA,18.1,NA,16.1,NA,13.9,NA,11.9,NA,10.5,NA,9.4,NA,8.5,NA,7.8,NA,7.3,NA,7,NA,NA,6.7,NA,6.4,NA,NA,6.3,NA,6.2,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2003-09-22,"230",NA,NA,19.6,19.5,NA,NA,19.4,NA,19.4,NA,19.3,NA,19.3,NA,19.3,NA,19.2,NA,19.2,NA,NA,NA,19.1,NA,NA,17.8,NA,15,NA,13,NA,12.2,NA,10.4,NA,10,NA,10,NA,9.8,NA,9.4,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-05-25,"200",NA,NA,14.9,14.9,NA,NA,14.8,NA,14.8,NA,14.7,NA,14.7,NA,14.7,NA,12.5,NA,12,NA,NA,NA,10.6,NA,NA,9.7,NA,9.2,NA,9,NA,8.9,NA,8.7,NA,8.6,NA,8.6,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-05-25,"210",NA,NA,14.8,14.7,NA,NA,14.6,NA,14.5,NA,14.5,NA,14.5,NA,14.5,NA,14.5,NA,12,NA,NA,NA,10.5,NA,NA,9.7,NA,9.3,NA,9.1,NA,8.9,NA,8.6,NA,8.3,NA,8.1,NA,8,NA,8,NA,8,NA,NA,8,NA,8,NA,NA,7.8,NA,7.8,NA,7.7,NA,7.7,NA,7.6,NA,7.6,NA,7.6,NA,7.6,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-05-25,"220",NA,NA,14.3,14.3,NA,NA,14.3,NA,14.3,NA,14.2,NA,13.9,NA,13.8,NA,13.6,NA,12.7,NA,NA,NA,11.5,NA,NA,10.2,NA,10,NA,9.9,NA,9.6,NA,9.4,NA,9.1,NA,8.7,NA,8.5,NA,8.1,NA,8,NA,NA,7.7,NA,7.5,NA,NA,7.3,NA,7.2,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-06-21,"200",NA,NA,18.4,18.4,NA,NA,18.4,NA,18.4,NA,18.4,NA,18.4,NA,18.4,NA,18.3,NA,17.2,NA,NA,NA,15.7,NA,NA,13.2,NA,12.3,NA,11.7,NA,10.6,NA,10.3,NA,9.9,NA,9.8,NA,9.7,NA,9.6,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-06-21,"210",NA,NA,18.8,18.8,NA,NA,18.8,NA,18.8,NA,18.6,NA,18.5,NA,17.3,NA,16.2,NA,14.5,NA,NA,NA,14,NA,NA,13.2,NA,11.9,NA,10.8,NA,10.5,NA,9.8,NA,9.4,NA,9,NA,9.2,NA,8.9,NA,8.7,NA,NA,8.7,NA,8.6,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-06-21,"220",NA,NA,18.9,18.8,NA,NA,18.8,NA,18.8,NA,18.8,NA,18.8,NA,18.8,NA,18.8,NA,18.7,NA,NA,NA,15.6,NA,NA,14.6,NA,14.2,NA,14,NA,13.5,NA,12.9,NA,12.5,NA,11,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-06-24,"230",NA,NA,20.1,20.1,NA,NA,20,NA,19.9,NA,19.4,NA,19.2,NA,18.7,NA,17.4,NA,15.2,NA,NA,NA,14.7,NA,NA,14.1,NA,13.8,NA,13.4,NA,13,NA,12.6,NA,12.1,NA,11.9,NA,11.5,NA,11.1,NA,10.6,NA,NA,10.4,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-07-26,"200",NA,NA,22.6,22.7,NA,NA,22.7,NA,22.7,NA,22.7,NA,22.4,NA,21.9,NA,20.4,NA,19.1,NA,NA,NA,17.8,NA,NA,15.2,NA,12.7,NA,11.6,NA,11,NA,10.6,NA,10.4,NA,10.3,NA,10.1,NA,10,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-07-26,"210",NA,NA,22.6,22.6,NA,NA,22.6,NA,22.6,NA,22.6,NA,22.6,NA,22.3,NA,20,NA,19.2,NA,NA,NA,17.7,NA,NA,15.2,NA,12.9,NA,11.8,NA,11.1,NA,10.6,NA,10.2,NA,9.8,NA,9.6,NA,9.4,NA,9.3,NA,NA,9,NA,9,NA,NA,8.8,NA,8.7,NA,8.7,NA,8.7,NA,8.5,NA,8.5,NA,8.4,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-07-26,"220",NA,NA,22.7,22.7,NA,NA,22.6,NA,22.5,NA,22.4,NA,22.3,NA,22,NA,21,NA,19.6,NA,NA,NA,18.4,NA,NA,16.7,NA,15.5,NA,14.7,NA,14,NA,12.6,NA,11.4,NA,10.2,NA,9.5,NA,8.8,NA,8.5,NA,NA,8.2,NA,8,NA,NA,7.8,NA,7.7,NA,7.6,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-07-26,"230",NA,NA,22.8,22.7,NA,NA,22.6,NA,22.4,NA,22.3,NA,22.3,NA,22,NA,21.8,NA,20.1,NA,NA,NA,18.5,NA,NA,16.3,NA,15.4,NA,14.6,NA,13.6,NA,13.1,NA,12.5,NA,12,NA,11.6,NA,11.2,NA,11.1,NA,NA,10.9,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-08-23,"200",NA,NA,21.6,21.6,NA,NA,21.6,NA,21.6,NA,21.6,NA,21.6,NA,21.6,NA,21.5,NA,21.3,NA,NA,NA,20,NA,NA,16.6,NA,14,NA,12.4,NA,11.6,NA,11.2,NA,10.9,NA,10.7,NA,10.6,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-08-23,"210",NA,NA,21.5,21.5,NA,NA,21.6,NA,21.6,NA,21.6,NA,21.6,NA,21.6,NA,21.6,NA,21.5,NA,NA,NA,19.3,NA,NA,16.6,NA,13.9,NA,12.4,NA,11.6,NA,10.8,NA,10.3,NA,9.9,NA,9.8,NA,9.6,NA,9.4,NA,NA,9.2,NA,9.1,NA,NA,8.9,NA,8.8,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-08-23,"220",NA,NA,21.7,21.7,NA,NA,21.6,NA,21.5,NA,21.4,NA,21.4,NA,21.3,NA,21.3,NA,21.1,NA,NA,NA,19.8,NA,NA,17.9,NA,16.8,NA,15.5,NA,13.9,NA,12.9,NA,11.9,NA,11.7,NA,10.1,NA,8.9,NA,8.4,NA,NA,8.2,NA,8,NA,NA,7.8,NA,7.7,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-08-23,"230",NA,NA,21.8,21.7,NA,NA,21.6,NA,21.5,NA,21.5,NA,21.4,NA,21.4,NA,21.3,NA,21,NA,NA,NA,20.2,NA,NA,18.3,NA,16.5,NA,15.3,NA,13.9,NA,12.8,NA,12.3,NA,11.8,NA,11.4,NA,11.1,NA,11,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-08-24,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-09-20,"200",NA,NA,18.4,18.5,NA,NA,18.5,NA,18.5,NA,18.5,NA,18.5,NA,18.5,NA,18.5,NA,18.5,NA,NA,NA,18.5,NA,NA,18.5,NA,18.2,NA,15.6,NA,12.8,NA,11.7,NA,11.4,NA,11.1,NA,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-09-20,"210",NA,NA,NA,18.4,NA,NA,18.5,NA,18.5,NA,18.5,NA,18.5,NA,18.5,NA,18.5,NA,18.5,NA,NA,NA,18.5,NA,NA,18.5,NA,15.5,NA,13.4,NA,12,NA,11.4,NA,11,NA,10.1,NA,9.9,NA,9.8,NA,9.7,NA,NA,9.4,NA,9.3,NA,NA,9.2,NA,9.1,NA,8.9,NA,8.8,NA,8.8,NA,8.7,NA,8.6,NA,8.6,NA,8.6,NA,NA,NA,"LMP do temp 2015"
2004-09-20,"220",NA,NA,18.6,18.7,NA,NA,18.6,NA,18.6,NA,18.6,NA,18.6,NA,18.6,NA,18.6,NA,18.6,NA,NA,NA,18.5,NA,NA,18.5,NA,18.5,NA,18.5,NA,15.2,NA,13,NA,11.6,NA,10.5,NA,9.7,NA,9.2,NA,8.5,NA,NA,8.1,NA,7.8,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2004-09-20,"230",NA,NA,18.4,18.3,NA,NA,18.3,NA,18.3,NA,18.3,NA,18.2,NA,18.2,NA,18.1,NA,18.1,NA,NA,NA,18.1,NA,NA,18,NA,18,NA,17.9,NA,17.9,NA,16.4,NA,12.7,NA,11.9,NA,11.5,NA,11.3,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2005-06-27,"200",NA,NA,23,23.1,NA,NA,21.5,NA,21,NA,20.3,NA,20.2,NA,16,NA,13.6,NA,12.4,NA,NA,NA,10.55,NA,NA,10.9,NA,10.6,NA,10.1,NA,9.9,NA,9.7,NA,9.7,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2005-06-27,"210",NA,NA,23.4,23.1,NA,NA,22.5,NA,21.3,NA,20.5,NA,19.1,NA,15,NA,12.7,NA,11.7,NA,NA,NA,11.1,NA,NA,10.8,NA,10.3,NA,10,NA,9.8,NA,9.6,NA,9.4,NA,9.4,NA,9.1,NA,9,NA,8.9,NA,NA,8.9,NA,8.8,NA,NA,8.8,NA,8.8,NA,8.7,NA,8.6,NA,8.5,NA,8.5,NA,8.8,NA,8.4,NA,NA,NA,NA,NA,"LMP do temp 2015"
2005-06-27,"220",NA,NA,23.5,23.4,NA,NA,23.1,NA,23,NA,21.9,NA,19.8,NA,19.2,NA,17.7,NA,16.3,NA,NA,NA,13.9,NA,NA,11.4,NA,11.2,NA,11,NA,10.8,NA,10.5,NA,10.1,NA,9.7,NA,9.4,NA,9.2,NA,8.9,NA,NA,8.7,NA,8.6,NA,NA,8.4,NA,8.3,NA,8.2,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2005-06-27,"230",NA,NA,22.5,22.3,NA,NA,21.4,NA,20.3,NA,18.4,NA,17.7,NA,14,NA,13,NA,12.2,NA,NA,NA,11.9,NA,NA,11.7,NA,11.2,NA,11,NA,10.8,NA,10.5,NA,10.4,NA,10.2,NA,9.9,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2005-07-02,"220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2005-07-02,"230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2005-07-25,"200",NA,NA,24,24,NA,NA,24,NA,24,NA,24,NA,24,NA,24,NA,20.4,NA,17.1,NA,NA,NA,15.2,NA,NA,14,NA,12.5,NA,11.6,NA,11,NA,10.6,NA,10.4,NA,10.1,NA,10,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2005-07-25,"210",NA,NA,24.3,24.3,NA,NA,24.3,NA,24.3,NA,24.2,NA,20.8,NA,19.1,NA,15.3,NA,14,NA,NA,NA,12.4,NA,NA,11.8,NA,11.6,NA,11.1,NA,10.8,NA,10.2,NA,9.9,NA,9.7,NA,9.7,NA,9.4,NA,9.2,NA,NA,9.2,NA,9.3,NA,NA,9.4,NA,9.4,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2005-07-25,"220",NA,NA,24.6,24.6,NA,NA,24.5,NA,24.5,NA,24.5,NA,24.4,NA,NA,NA,17,NA,14.2,NA,NA,NA,12.8,NA,NA,12.4,NA,12.1,NA,11.6,NA,11.6,NA,11.5,NA,10.8,NA,10,NA,9.3,NA,8.9,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2005-07-25,"230",NA,NA,24,24,NA,NA,24,NA,24,NA,24,NA,24,NA,NA,NA,20.4,NA,17.1,NA,NA,NA,15.2,NA,NA,14,NA,12.5,NA,11.6,NA,11,NA,10.6,NA,10.4,NA,10.1,NA,10,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2005-08-22,"200",NA,NA,NA,23.1,NA,NA,23.1,NA,23.1,NA,23.1,NA,23.1,NA,23.1,NA,20.3,NA,16.1,NA,NA,NA,13.4,NA,NA,12.2,NA,11.5,NA,10.9,NA,10.4,NA,10.2,NA,10.1,NA,10.1,NA,10.1,NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2005-08-22,"210",NA,NA,23.1,23.1,NA,NA,23.1,NA,23,NA,23,NA,23,NA,23,NA,20.5,NA,15.1,NA,NA,NA,14.1,NA,NA,12.4,NA,11.4,NA,10.8,NA,10.4,NA,10.1,NA,9.8,NA,9.6,NA,9.5,NA,9.4,NA,9.3,NA,NA,9.3,NA,9.3,NA,NA,9,NA,8.9,NA,8.9,NA,8.8,NA,8.8,NA,8.7,NA,8.7,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2005-08-22,"220",NA,NA,24.3,24,NA,NA,23.9,NA,23.7,NA,23.5,NA,23.1,NA,22.6,NA,20.9,NA,17.5,NA,NA,NA,15.8,NA,NA,14.6,NA,14,NA,13.7,NA,13.2,NA,12.6,NA,11.2,NA,11,NA,10.5,NA,9.8,NA,9.4,NA,NA,9.1,NA,8.9,NA,NA,8.7,NA,8.6,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2005-08-22,"230",NA,NA,24.6,24.3,NA,NA,24.1,NA,23.8,NA,23.7,NA,23.5,NA,23.4,NA,22.4,NA,18.2,NA,NA,NA,16.6,NA,NA,15.3,NA,14.5,NA,13.6,NA,13.1,NA,12.9,NA,12.2,NA,11.9,NA,11.6,NA,11.4,NA,11.3,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2006-05-31,"200",NA,NA,17.3,17.3,NA,NA,17.3,NA,17.1,NA,13.9,NA,12.6,NA,12.2,NA,11.5,NA,11,NA,NA,NA,10.6,NA,NA,10.6,NA,10.5,NA,10.3,NA,10.2,NA,10.2,NA,10,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2006-05-31,"210",NA,NA,17.2,17,NA,NA,16.4,NA,16.3,NA,16.2,NA,13.2,NA,12.3,NA,11.7,NA,11.2,NA,NA,NA,10.9,NA,NA,10.8,NA,10.5,NA,10.3,NA,9.9,NA,9.7,NA,9.7,NA,9.5,NA,9.4,NA,9.1,NA,8.8,NA,NA,8.5,NA,8.3,NA,NA,8.2,NA,8.2,NA,8.2,NA,8.1,NA,8.1,NA,8,NA,8,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2006-05-31,"220",NA,NA,22,21,NA,NA,19.9,NA,18.7,NA,17.8,NA,16.2,NA,15.2,NA,14.3,NA,13.8,NA,NA,NA,13.2,NA,NA,12.6,NA,11.9,NA,11.6,NA,11.4,NA,11.1,NA,10.8,NA,10.6,NA,10.1,NA,9.3,NA,8.9,NA,NA,8.7,NA,8.5,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2006-05-31,"230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,10.7,NA,10.7,NA,10.6,NA,10.5,NA,10.4,NA,10.4,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2006-07-05,"200",NA,NA,24,23.3,NA,NA,23.2,NA,23.1,NA,23,NA,22.9,NA,20.1,NA,16.9,NA,15.4,NA,NA,NA,14.2,NA,NA,13.2,NA,12.5,NA,12.1,NA,11.6,NA,11.2,NA,11,NA,10.9,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2006-07-05,"210",NA,NA,21.9,21.9,NA,NA,21.9,NA,21.6,NA,21.4,NA,20.9,NA,19.4,NA,17.5,NA,15.3,NA,NA,NA,14.7,NA,NA,14.2,NA,13.3,NA,12.8,NA,12.1,NA,11.8,NA,10.8,NA,10.6,NA,10.2,NA,10,NA,9.9,NA,NA,9.7,NA,9.6,NA,NA,9.6,NA,9.4,NA,9.3,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
2006-07-05,"220",NA,NA,21.9,21.9,NA,NA,21.9,NA,21.9,NA,21.9,NA,20.5,NA,16.5,NA,15,NA,13.6,NA,NA,NA,12.8,NA,NA,12.4,NA,12,NA,11.8,NA,11.6,NA,11.4,NA,10.4,NA,9.4,NA,9,NA,8.6,NA,8.1,NA,NA,7.9,NA,7.6,NA,NA,7.5,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
